,id,cidade,estado,data,precipitacao
527,6270,Rio de Janeiro,RJ,2021-03-25,0.0
528,6280,Rio de Janeiro,RJ,2021-03-26,0.0
529,6290,Rio de Janeiro,RJ,2021-03-27,0.0
530,6300,Rio de Janeiro,RJ,2021-03-28,0.0
531,6310,Rio de Janeiro,RJ,2021-03-29,0.0
532,6320,Rio de Janeiro,RJ,2021-03-30,17.4
533,6330,Rio de Janeiro,RJ,2021-03-31,0.2
534,6340,Rio de Janeiro,RJ,2021-04-01,1.2
535,6350,Rio de Janeiro,RJ,2021-04-02,0.6
536,6360,Rio de Janeiro,RJ,2021-04-03,0.0
537,6370,Rio de Janeiro,RJ,2021-04-04,0.6
538,6380,Rio de Janeiro,RJ,2021-04-05,5.2
539,6390,Rio de Janeiro,RJ,2021-04-06,8.6
540,6400,Rio de Janeiro,RJ,2021-04-07,2.2
541,6410,Rio de Janeiro,RJ,2021-04-08,0.2
542,6420,Rio de Janeiro,RJ,2021-04-09,0.0
543,6430,Rio de Janeiro,RJ,2021-04-10,0.0
544,6440,Rio de Janeiro,RJ,2021-04-11,0.0
545,6450,Rio de Janeiro,RJ,2021-04-12,0.0
546,6460,Rio de Janeiro,RJ,2021-04-13,16.0
547,6470,Rio de Janeiro,RJ,2021-04-14,0.0
548,6480,Rio de Janeiro,RJ,2021-04-15,0.0
549,6490,Rio de Janeiro,RJ,2021-04-16,0.0
550,6500,Rio de Janeiro,RJ,2021-04-17,0.0
551,6510,Rio de Janeiro,RJ,2021-04-18,0.0
552,6520,Rio de Janeiro,RJ,2021-04-19,0.0
553,6530,Rio de Janeiro,RJ,2021-04-20,1.6
554,6540,Rio de Janeiro,RJ,2021-04-21,7.2
555,6550,Rio de Janeiro,RJ,2021-04-22,4.0
556,6560,Rio de Janeiro,RJ,2021-04-23,0.0
557,6570,Rio de Janeiro,RJ,2021-04-24,0.0
558,6580,Rio de Janeiro,RJ,2021-04-25,0.0
559,6590,Rio de Janeiro,RJ,2021-04-26,0.0
560,6600,Rio de Janeiro,RJ,2021-04-27,7.0
561,6610,Rio de Janeiro,RJ,2021-04-28,0.2
562,6620,Rio de Janeiro,RJ,2021-04-29,12.4
563,6630,Rio de Janeiro,RJ,2021-04-30,0.2
564,6640,Rio de Janeiro,RJ,2021-05-01,0.0
565,6650,Rio de Janeiro,RJ,2021-05-02,0.0
566,6660,Rio de Janeiro,RJ,2021-05-03,0.0
567,6670,Rio de Janeiro,RJ,2021-05-04,0.0
568,6680,Rio de Janeiro,RJ,2021-05-05,0.0
569,6690,Rio de Janeiro,RJ,2021-05-06,0.0
570,6700,Rio de Janeiro,RJ,2021-05-07,12.8
571,6710,Rio de Janeiro,RJ,2021-05-08,9.8
572,6720,Rio de Janeiro,RJ,2021-05-09,0.0
573,6730,Rio de Janeiro,RJ,2021-05-10,0.0
574,6740,Rio de Janeiro,RJ,2021-05-11,0.0
575,6750,Rio de Janeiro,RJ,2021-05-12,3.0
576,6760,Rio de Janeiro,RJ,2021-05-13,10.8
577,6770,Rio de Janeiro,RJ,2021-05-14,0.2
578,6780,Rio de Janeiro,RJ,2021-05-15,0.0
579,6790,Rio de Janeiro,RJ,2021-05-16,0.2
580,6800,Rio de Janeiro,RJ,2021-05-17,0.0
581,6810,Rio de Janeiro,RJ,2021-05-18,0.4
582,6820,Rio de Janeiro,RJ,2021-05-19,0.2
583,6830,Rio de Janeiro,RJ,2021-05-20,0.0
584,6840,Rio de Janeiro,RJ,2021-05-21,0.0
585,6850,Rio de Janeiro,RJ,2021-05-22,0.2
586,6860,Rio de Janeiro,RJ,2021-05-23,0.0
587,6870,Rio de Janeiro,RJ,2021-05-24,0.0
588,6880,Rio de Janeiro,RJ,2021-05-25,0.0
589,6890,Rio de Janeiro,RJ,2021-05-26,0.0
590,6900,Rio de Janeiro,RJ,2021-05-27,0.0
591,6910,Rio de Janeiro,RJ,2021-05-28,0.0
